@relation 'data'

@attribute Sentiment {negative,positive}
@attribute SentimentText string

@data
negative,' My little baby deer following me around in Dalaran says &quot;Unknown Pet&quot; ... and then WoW crashed. I guess I should get up anyway...'
negative,' My little man is looking less like a baby and more like a toddler every day  *tear*'
positive,' MY MAN IS HOME'
negative,'- my mario and yoshi tshirt is all dog hair covered, and i don have a dog anymore... '
negative,' my mate now has sims 3 talk about trying to kill me'
negative,' my mom just offered me a klondike bar, and i not hungry, but i took it because it was a sign of friendship....not war...i sad now '
positive,' My mom likes Milow version of Ayo Technology... It a good thing she doesn have a clue what it about.'
negative,' My moodswings, nobody online, meh.'
negative,' my mother left today. She is going back to Oklahoma. Never lived in another state without my mom. Its weird. I gonna miss her.'
negative,' my mum called me crazy. OMG BRADIE WEBBBBBBBBBBBBBBBBBBBBBB'
negative,' my mum doesn learn her lesson, 4th time now shes got this basal cell cancer on her skin :('
negative,' my mumS DRUNK  already'
positive,' My new wallpaper is LxLight based! From Deathnote if you didn know.... &gt;.&lt;&quot;'
negative,' My Palm wouldn connect to the laptop. ERRRRRRRR'
negative,' My perfect work of art on my hand has smudged!  Poooeypoopoo..'
negative,' my phone isn working so I haven been able to update my twitter all day'
negative,' My pic isn right in Tweetdeck after all that trouble of getting that pic up, and few people will ever see it as it is meant to be seen'
positive,' my prom dress. please excuse the horrible lighting ! http://twitgoo.com/daus'
negative,' my ribs hurt,had a gansta fight last night with kade,forgot about my ribs and we chest slamed hard!!!!'
negative,' My Scrivner update erased my old project files... and of course, I hadn backed them up in awhile. Farewell writing! :/'
negative,' my shoot for popstar is cancelled  SHOOT! now what!?!?! ohh ik i get to see @mitchelmusso tonight at his concert tonight at 7! wooo(:'
negative,' my shoulder hurts...'
positive,' I love morning calls from my baby! Amazing way to start off my day&lt;3'
positive,' i love my parents. they already bought me movie studio. and they are still getting me a camera. and they got me the t.swift tickets.'
positive,' I LoVe SoUtH aMeRiCa (='
positive,' i love talking to people that i love'
negative,' i love u bro. thanks for all the memories:saran wrap,burger king,chicharon,&quot;focker&quot;,rides home,our convo at milk,&quot;awww little!!&quot;,etc :/'
positive,' I love weddings! http://twitpic.com/6si1o'
negative,' I love you'
negative,' I love you so much'
positive,' i love you!'
positive,' i loved today, ohhh i missed the old group&lt;3 glad wee back!'
negative,' I  really disappointed my brother isn coming 2day..2morrow he will come.......I hate myself when I misunderstand things'
positive,' i made practically every biblical question in RE up'
negative,' i might not walk and go to the dance. if you dont have all your books turn in you cant :('
negative,' I might quit'
negative,' i miss borris skippy from batemans bay. but i do love my sarah/charlie. sock slap/'
negative,' i miss having that SOS lol oh well....someone elsel come along loll'
negative,' i miss having tweets on my cell, i so out of the loop! fyi pythons are vertebrates also the guy on xkcd has some opinions on it'
negative,' I miss him already. I won sleep tonight I know it'
negative,' i miss him so much.'
negative,' I miss JackB...my phone. JackBeef not Jack Bararkat. If I met him and he leaves..i would miss him but never met him probably never will.'
negative,' I miss mi Hermana, Nelly. &lt;3 you sis!'
positive,' i miss my friend!'
negative,' I miss my Megan already and I may or may not have already cried.'
negative,' I miss my shawnie &amp; my baby.'
negative,' i miss my sister i hope this week goes by fast!'
positive,' i miss NM! awww. good times!'
negative,' I miss u mum  So much. I wish u were here because u r the one I would be talking about Andrew right now'
negative,' i miss you to virnisha!'
negative,' i miss you!'
negative,' I missed my 100th update and didn put anything special.. ready for bed? what kind sh-- is that!? maybe the 200thl b better. ;p'
negative,' i missed the listening party ,anyone record a video? skool! math final!ugh'
negative,' i misss youuu.'
negative,' i need a good moan and hug'
negative,' I need a trophy shelf. We have too many for the top of the dvd shelf.'
negative,' I need another week of spring break you have no idea how much I dread going to school tomorrow'
negative,' I need desprate help! Tireddd and now gotta do blooming ICT!!'
negative,' I need me a pick-me-uppp. Just wasted almost 4 hours on a dumb page that didn even end up working at all. ugh. Story of my life lately.'
negative,' i need some different medicine and some food plz. thnx.'
negative,' I need some more time from work!'
negative,' i need to cheer up! Argh. i hate it when i like this.'
negative,' I need to stop settling for less as of  right now. Seriously. Stay the fuck away from them. Spend all your money on shit that you want.'
negative,' i need waffles!!!!!!'
positive,'- I never thought the word &quot;randomly&quot; could be so funny until my husband just said it! Cracking up haha ... Goodnight all  Be blessed...'
negative,' I miss my laptop'
negative,' I miss my phone.'
negative,' I miss my sisters alot and want them to come home soon. I don like being alone'
negative,' i miss the seniors already. last day of school, graduation and Grizzly Bear tomorrow. it was the best of times, it was the worst of times'
negative,' i miss the suspense of waiting for the harry potter books to come out. best books ever! too bad the movies SUCK. il still see 6 though!'
negative,' i miss trixiee and monica (('
negative,' I miss you'
negative,' I miss you alot. Please be safe. I dont care who you are in the morning. Just be safe&lt;3 sorry had to get that out.'
negative,' i missed the game'
negative,' I missed the second annual zombie walk in chicago, this past saturday. Damn it Damn it Damn it. I was so wanting to do that this year'
negative,' i missed two friends weddings this weekend and i super sad. and i miss my best friends. and.. i could keep complaining but i won.'
negative,' i misssss you'
negative,' I need a firewire drive, usb is too damn slow for restoring or backing up'
negative,' i need a guy!!!!!'
negative,' I need my handy dandy shooting hat.. I think that it should play a bigger role in my life.. The hat'
negative,' i need my study buddy! this isn working out!'
negative,' i need some friends'
negative,' i need to find another series of books to read! ahhhh Kellan Lutz is so damn hot...I thinking of having a KELLAN MARATHON of movies!'
negative,' I need to get rid of my bad habits.'
negative,' I need to study harder...'
positive,' i needd coke reallyy bad :p video ideass!!??'
negative,' I overbaked the cheesecake brownies.'
positive,' i presented my script to the production in class and they liked &gt;.&lt; it gonna be an interesting shooting ^^'
negative,' I quite like baseball and bball oh and the odd gridiron match that a tiny tiny part of the worlds population calls football'
negative,' i really don want to go to school'
negative,' I really liked Max.  He was one of my favorites #SYTYCD'
negative,' I really miss you. you don understand how much you really mean to me.'
negative,' i really want to go to the katy perry concertt.'
negative,' I really wanted her to win lol. I kinda guessed Diversity were gonna to win anyway.'
negative,' i really wanted to meet you and the wonder girls. good luck! is there any way i can try out to be part of your company? it my dream!'
positive,' i rocked summerrs Dot Dot Curve  shirt, pinstriped skinnys, Chuck hightops, 3D glasses, 200 yen necklace'
negative,' i run all out of people. oh well that was a pretty successful hunt haha ;D now i need a bunch of people to add me so i have more victims.'
positive,' I SAID IT! i like him teehheee'
negative,' i so dont have enough icon space on lj.'
negative,' i so dont know what im doing on here its all so new'
negative,' I spent my sunday arvo, with a bottom feeding vulture, stuck up lawyer chick, gawd there the lowest of scum'
negative,' i start working 2morrow..there goes 6weeks of my summer'
negative,' i still cant get twitter on my phone it wont even take my number when i try to set it up'
negative,' i still get teary eyed when i see p.s. i love you'
negative,' i think he cheating on me...will post story on @061004     T_T'
negative,' my show today at Tavern on the Green 4 Make Music NY is canceled due to rain... growl!!'
negative,' my sis left twilight at her fiances! boo! k thunderstorm waterfall it is. goodnight'
negative,' MY SON NOW IN COLOMBIA UNTIL AUGUST. I WONT SEE HIM TIL THEN. I MISS MY CHU CHU! BUT IM NOT GOING TO IRAQ!! YESSSSS!!!'
negative,' my thumb skin hurts coz its not there'
negative,' My thumbs hurt from cutting pappper.'
negative,' My tummy hurts.'
negative,' my tummy hurtsssss.'
negative,' my tummy really hurts now oh noes'
negative,' My turtle food! Its starving. ;( Im sorry, turtles. ;( I promise i buy tmr. ;('
negative,' my tv died ~Tim~'
positive,' My video is almost uploaded!'
negative,' my video being weird #ChuckMeMondays #chuck!!'
negative,' My wrists&amp;arms hurt.'
negative,' Need for speed High stakes doesn work with compatibility mode on. DAAMN YOU EA FOR MAKING A GOOD GAME THATS TO GOOD TO BE TRUUUEE'
negative,' net  won work, might aswell go to sleep.'
negative,' never again'
